season,metric,metric_label,messi_value,peer_mean,peer_std,z_score,peer_median,robust_z,percentile,rank,cohort_size,min_minutes,cohort
2018/19,npxg90,Non-penalty xG / 90,0.741598,0.163619,0.146249,3.952017,0.117324,5.152872,100.0,1,243,600,forwards_or_midfielders
2018/19,shots90,Shots / 90,5.658284,1.52671,0.963233,4.28928,1.388571,4.168316,100.0,1,243,600,forwards_or_midfielders
2018/19,xa90,Expected assists / 90,0.510416,0.117465,0.080264,4.895736,0.107337,4.819539,100.0,1,243,600,forwards_or_midfielders
2018/19,xgbuildup90,xGBuildup / 90,0.356099,0.204933,0.116978,1.292263,0.176635,1.883083,90.534979,24,243,600,forwards_or_midfielders
2018/19,xgchain90,xGChain / 90,1.280099,0.410423,0.196142,4.433916,0.382619,5.031346,100.0,1,243,600,forwards_or_midfielders
2019/20,key_passes90,Key passes / 90,2.753825,0.995242,0.545327,3.224826,0.912414,3.581707,100.0,1,240,600,forwards_or_midfielders
2019/20,npg90,Non-penalty goals / 90,0.625869,0.136675,0.141598,3.454802,0.094663,3.784951,99.583333,2,240,600,forwards_or_midfielders
2019/20,npg_minus_npxg90,Non-penalty goals above xG / 90,0.08971,-0.013771,0.075313,1.373999,-0.012764,1.616108,94.166667,15,240,600,forwards_or_midfielders
2019/20,npxg90,Non-penalty xG / 90,0.53616,0.150446,0.132438,2.912402,0.111646,4.040395,98.75,4,240,600,forwards_or_midfielders
2019/20,shots90,Shots / 90,4.975661,1.469812,0.919097,3.814448,1.340704,4.168368,99.583333,2,240,600,forwards_or_midfielders
2019/20,xa90,Expected assists / 90,0.519264,0.107662,0.075938,5.420259,0.098293,5.088514,100.0,1,240,600,forwards_or_midfielders
2019/20,xgbuildup90,xGBuildup / 90,0.42364,0.188037,0.114483,2.057967,0.160327,2.731786,95.416667,12,240,600,forwards_or_midfielders
2019/20,xgchain90,xGChain / 90,1.092876,0.376263,0.185623,3.86059,0.346962,4.240817,100.0,1,240,600,forwards_or_midfielders
2020/21,key_passes90,Key passes / 90,2.296984,0.953573,0.544307,2.468112,0.88,2.507791,98.804781,4,251,600,forwards_or_midfielders
2020/21,npg90,Non-penalty goals / 90,0.805436,0.135838,0.152563,4.388997,0.089021,5.428111,100.0,1,251,600,forwards_or_midfielders
2020/21,npg_minus_npxg90,Non-penalty goals above xG / 90,0.120503,-0.009824,0.081031,1.60835,-0.015194,2.655268,94.820717,14,251,600,forwards_or_midfielders
2020/21,npxg90,Non-penalty xG / 90,0.684932,0.145661,0.135036,3.993539,0.09651,5.705918,100.0,1,251,600,forwards_or_midfielders
2020/21,shots90,Shots / 90,5.817037,1.360264,0.869644,5.124826,1.28,5.197715,100.0,1,251,600,forwards_or_midfielders
2020/21,xa90,Expected assists / 90,0.340754,0.104889,0.075856,3.109386,0.094063,3.017147,99.601594,2,251,600,forwards_or_midfielders
2020/21,xgbuildup90,xGBuildup / 90,0.606683,0.206398,0.144131,2.77722,0.172207,3.885521,97.609562,7,251,600,forwards_or_midfielders
2020/21,xgchain90,xGChain / 90,1.130798,0.384112,0.200722,3.720003,0.357659,4.006812,100.0,1,251,600,forwards_or_midfielders
2014/15,key_passes90,Key passes / 90,2.534084,1.049613,0.601451,2.468148,0.939304,2.978481,97.727273,6,220,900,forwards_or_midfielders
2014/15,npg90,Non-penalty goals / 90,1.013634,0.153144,0.177155,4.857283,0.092211,8.291049,99.545455,2,220,900,forwards_or_midfielders
2014/15,npg_minus_npxg90,Non-penalty goals above xG / 90,0.175196,-0.009898,0.075378,2.45556,-0.008545,3.555644,98.636364,4,220,900,forwards_or_midfielders
2014/15,npxg90,Non-penalty xG / 90,0.838438,0.163042,0.158737,4.254813,0.112557,6.695138,99.545455,2,220,900,forwards_or_midfielders
2014/15,shots90,Shots / 90,4.988145,1.547795,0.932904,3.687784,1.411066,3.933377,99.545455,2,220,900,forwards_or_midfielders
2014/15,xa90,Expected assists / 90,0.469791,0.112512,0.095226,3.751924,0.084517,5.308128,99.545455,2,220,900,forwards_or_midfielders
2014/15,xgbuildup90,xGBuildup / 90,0.527002,0.177664,0.145386,2.402838,0.142617,5.085036,95.0,12,220,900,forwards_or_midfielders
2014/15,xgchain90,xGChain / 90,1.460529,0.371759,0.245166,4.440954,0.312862,7.106769,100.0,1,220,900,forwards_or_midfielders
2015/16,key_passes90,Key passes / 90,2.542186,1.128522,0.659429,2.143771,1.036966,2.24813,97.129187,7,209,900,forwards_or_midfielders
2015/16,npg90,Non-penalty goals / 90,0.759354,0.176116,0.204387,2.853601,0.097933,4.555404,97.607656,6,209,900,forwards_or_midfielders
2015/16,npg_minus_npxg90,Non-penalty goals above xG / 90,0.036338,-0.006312,0.083378,0.511534,-0.00901,0.719919,77.033493,49,209,900,forwards_or_midfielders
2015/16,npxg90,Non-penalty xG / 90,0.723016,0.182428,0.182696,2.958946,0.123495,4.991315,98.086124,5,209,900,forwards_or_midfielders
2015/16,shots90,Shots / 90,5.216434,1.59089,1.010536,3.587744,1.428571,3.773786,99.521531,2,209,900,forwards_or_midfielders
2015/16,xa90,Expected assists / 90,0.523997,0.13378,0.099263,3.931136,0.115463,4.326853,99.521531,2,209,900,forwards_or_midfielders
2015/16,xgbuildup90,xGBuildup / 90,0.501714,0.208491,0.141561,2.071349,0.172688,3.481687,94.258373,13,209,900,forwards_or_midfielders
2015/16,xgchain90,xGChain / 90,1.386544,0.435584,0.239875,3.964392,0.392592,4.706108,99.521531,2,209,900,forwards_or_midfielders
2016/17,key_passes90,Key passes / 90,2.510593,1.112289,0.629269,2.222108,0.981072,2.818779,95.794393,10,214,900,forwards_or_midfielders
2016/17,npg90,Non-penalty goals / 90,0.985169,0.18234,0.182561,4.397582,0.131845,5.88623,99.53271,2,214,900,forwards_or_midfielders
2016/17,npg_minus_npxg90,Non-penalty goals above xG / 90,0.296116,0.023861,0.083102,3.276171,0.009025,4.841311,98.598131,4,214,900,forwards_or_midfielders
2016/17,npxg90,Non-penalty xG / 90,0.689054,0.15848,0.147648,3.593517,0.111973,5.071073,99.53271,2,214,900,forwards_or_midfielders
2016/17,shots90,Shots / 90,5.688559,1.560438,1.005443,4.105775,1.36767,4.241252,99.53271,2,214,900,forwards_or_midfielders
2016/17,xa90,Expected assists / 90,0.443489,0.109735,0.083841,3.980806,0.088892,5.107243,99.53271,2,214,900,forwards_or_midfielders
2016/17,xgbuildup90,xGBuildup / 90,0.576277,0.196751,0.140338,2.704369,0.152746,4.396392,97.196262,7,214,900,forwards_or_midfielders
2016/17,xgchain90,xGChain / 90,1.351432,0.38892,0.232883,4.133032,0.332485,6.097427,100.0,1,214,900,forwards_or_midfielders
2017/18,key_passes90,Key passes / 90,2.614357,1.110421,0.628821,2.391678,0.997973,2.594982,97.619048,6,210,900,forwards_or_midfielders
2017/18,npg90,Non-penalty goals / 90,0.961603,0.162101,0.185276,4.315182,0.102028,5.729027,100.0,1,210,900,forwards_or_midfielders
2017/18,npg_minus_npxg90,Non-penalty goals above xG / 90,0.181107,-0.007759,0.085478,2.209521,-0.01261,3.357594,98.571429,4,210,900,forwards_or_midfielders
2017/18,npxg90,Non-penalty xG / 90,0.780496,0.169861,0.168143,3.631644,0.107225,6.075787,99.52381,2,210,900,forwards_or_midfielders
2017/18,shots90,Shots / 90,5.889816,1.556462,0.96908,4.471619,1.385302,4.623195,99.52381,2,210,900,forwards_or_midfielders
2017/18,xa90,Expected assists / 90,0.453768,0.126493,0.089181,3.669764,0.111032,3.970337,100.0,1,210,900,forwards_or_midfielders
2017/18,xgbuildup90,xGBuildup / 90,0.650116,0.221672,0.143122,2.993546,0.193522,4.075056,97.619048,6,210,900,forwards_or_midfielders
2017/18,xgchain90,xGChain / 90,1.447832,0.434296,0.232832,4.35308,0.382436,5.573774,100.0,1,210,900,forwards_or_midfielders
2018/19,key_passes90,Key passes / 90,3.095414,1.107851,0.588054,3.379899,1.012078,3.438618,100.0,1,211,900,forwards_or_midfielders
2018/19,npg90,Non-penalty goals / 90,1.065089,0.144476,0.152929,6.01987,0.1,8.550941,100.0,1,211,900,forwards_or_midfielders
2018/19,npg_minus_npxg90,Non-penalty goals above xG / 90,0.32349,-0.021524,0.076938,4.484299,-0.01341,6.551785,100.0,1,211,900,forwards_or_midfielders
2018/19,npxg90,Non-penalty xG / 90,0.741598,0.166,0.148724,3.870241,0.117324,5.199737,100.0,1,211,900,forwards_or_midfielders
2018/19,shots90,Shots / 90,5.658284,1.524791,0.960708,4.302548,1.363636,4.098893,100.0,1,211,900,forwards_or_midfielders
2018/19,xa90,Expected assists / 90,0.510416,0.120557,0.079418,4.908978,0.111655,4.874846,100.0,1,211,900,forwards_or_midfielders
2018/19,xgbuildup90,xGBuildup / 90,0.356099,0.207239,0.118228,1.259089,0.178383,1.916859,90.047393,22,211,900,forwards_or_midfielders
2018/19,xgchain90,xGChain / 90,1.280099,0.415175,0.195874,4.415714,0.382619,5.119219,100.0,1,211,900,forwards_or_midfielders
2019/20,key_passes90,Key passes / 90,2.753825,1.004199,0.535119,3.269604,0.927835,3.673478,100.0,1,209,900,forwards_or_midfielders
2019/20,npg90,Non-penalty goals / 90,0.625869,0.142654,0.146396,3.300738,0.091603,3.933898,99.521531,2,209,900,forwards_or_midfielders
2019/20,npg_minus_npxg90,Non-penalty goals above xG / 90,0.08971,-0.008782,0.072876,1.351497,-0.01055,1.678397,93.301435,15,209,900,forwards_or_midfielders
2019/20,npxg90,Non-penalty xG / 90,0.53616,0.151436,0.135534,2.838574,0.105808,4.19886,98.564593,4,209,900,forwards_or_midfielders
2019/20,shots90,Shots / 90,4.975661,1.448808,0.897583,3.929277,1.335312,4.143853,100.0,1,209,900,forwards_or_midfielders
2019/20,xa90,Expected assists / 90,0.519264,0.109811,0.074328,5.508745,0.104651,5.222082,100.0,1,209,900,forwards_or_midfielders
2019/20,xgbuildup90,xGBuildup / 90,0.42364,0.193147,0.114682,2.009858,0.165934,2.743203,95.215311,11,209,900,forwards_or_midfielders
2019/20,xgchain90,xGChain / 90,1.092876,0.382175,0.187845,3.78344,0.35798,4.383777,100.0,1,209,900,forwards_or_midfielders
2020/21,key_passes90,Key passes / 90,2.296984,0.958687,0.546681,2.448039,0.884086,2.477044,98.630137,4,219,900,forwards_or_midfielders
2020/21,npg90,Non-penalty goals / 90,0.805436,0.139876,0.149978,4.437726,0.092213,5.216844,100.0,1,219,900,forwards_or_midfielders
2020/21,npg_minus_npxg90,Non-penalty goals above xG / 90,0.120503,-0.002666,0.075689,1.627305,-0.008852,2.661613,94.977169,12,219,900,forwards_or_midfielders
2020/21,npxg90,Non-penalty xG / 90,0.684932,0.142543,0.130798,4.146775,0.09651,5.705918,100.0,1,219,900,forwards_or_midfielders
2020/21,shots90,Shots / 90,5.817037,1.347471,0.865381,5.164853,1.27923,5.205408,100.0,1,219,900,forwards_or_midfielders
2020/21,xa90,Expected assists / 90,0.340754,0.106093,0.076658,3.061151,0.094136,2.944905,99.543379,2,219,900,forwards_or_midfielders
2020/21,xgbuildup90,xGBuildup / 90,0.606683,0.202368,0.13597,2.973553,0.171422,3.832844,98.173516,5,219,900,forwards_or_midfielders
2020/21,xgchain90,xGChain / 90,1.130798,0.379318,0.192079,3.91235,0.357467,4.169002,100.0,1,219,900,forwards_or_midfielders
2014/15,key_passes90,Key passes / 90,2.534084,1.069704,0.618718,2.366799,0.948034,2.783267,97.687861,5,173,1350,forwards_or_midfielders
2014/15,npg90,Non-penalty goals / 90,1.013634,0.16333,0.184912,4.598414,0.101237,8.708515,99.421965,2,173,1350,forwards_or_midfielders
2014/15,npg_minus_npxg90,Non-penalty goals above xG / 90,0.175196,-0.002955,0.071868,2.478848,-0.002983,3.860684,98.265896,4,173,1350,forwards_or_midfielders
2014/15,npxg90,Non-penalty xG / 90,0.838438,0.166285,0.161308,4.166886,0.113073,6.641828,99.421965,2,173,1350,forwards_or_midfielders
2014/15,shots90,Shots / 90,4.988145,1.566944,0.969228,3.52982,1.411473,3.932379,99.421965,2,173,1350,forwards_or_midfielders
2014/15,xa90,Expected assists / 90,0.469791,0.116817,0.099495,3.547665,0.090183,4.773065,99.421965,2,173,1350,forwards_or_midfielders
2014/15,xgbuildup90,xGBuildup / 90,0.527002,0.181991,0.139251,2.47762,0.146667,5.120135,95.375723,9,173,1350,forwards_or_midfielders
2014/15,xgchain90,xGChain / 90,1.460529,0.379242,0.249244,4.338272,0.316833,6.913913,100.0,1,173,1350,forwards_or_midfielders
2015/16,key_passes90,Key passes / 90,2.542186,1.144029,0.673099,2.077192,1.037823,2.213406,96.774194,6,155,1350,forwards_or_midfielders
2015/16,npg90,Non-penalty goals / 90,0.759354,0.185313,0.209065,2.74576,0.114943,5.185462,97.419355,5,155,1350,forwards_or_midfielders
2015/16,npg_minus_npxg90,Non-penalty goals above xG / 90,0.036338,0.002655,0.079252,0.425012,-0.002119,0.664986,76.129032,38,155,1350,forwards_or_midfielders
2015/16,npxg90,Non-penalty xG / 90,0.723016,0.182658,0.189036,2.858493,0.107534,5.684507,98.064516,4,155,1350,forwards_or_midfielders
2015/16,shots90,Shots / 90,5.216434,1.627128,1.074273,3.341148,1.45826,3.566436,99.354839,2,155,1350,forwards_or_midfielders
2015/16,xa90,Expected assists / 90,0.523997,0.137233,0.103346,3.742419,0.116374,4.256308,99.354839,2,155,1350,forwards_or_midfielders
2015/16,xgbuildup90,xGBuildup / 90,0.501714,0.21462,0.151295,1.897578,0.173398,3.657687,92.903226,12,155,1350,forwards_or_midfielders
2015/16,xgchain90,xGChain / 90,1.386544,0.442961,0.259472,3.636551,0.392592,4.409844,99.354839,2,155,1350,forwards_or_midfielders
2016/17,key_passes90,Key passes / 90,2.510593,1.101159,0.61434,2.294223,0.969177,2.919943,95.731707,8,164,1350,forwards_or_midfielders
2016/17,npg90,Non-penalty goals / 90,0.985169,0.187028,0.176353,4.525809,0.131101,6.388696,100.0,1,164,1350,forwards_or_midfielders
2016/17,npg_minus_npxg90,Non-penalty goals above xG / 90,0.296116,0.029085,0.077528,3.444295,0.014736,5.147592,98.780488,3,164,1350,forwards_or_midfielders
2016/17,npxg90,Non-penalty xG / 90,0.689054,0.157943,0.14718,3.608594,0.111973,5.101236,99.390244,2,164,1350,forwards_or_midfielders
2016/17,shots90,Shots / 90,5.688559,1.58193,1.01633,4.040647,1.404907,4.330966,99.390244,2,164,1350,forwards_or_midfielders
2016/17,xa90,Expected assists / 90,0.443489,0.105649,0.078719,4.291703,0.088892,5.297718,100.0,1,164,1350,forwards_or_midfielders
2016/17,xgbuildup90,xGBuildup / 90,0.576277,0.193212,0.128757,2.97509,0.153563,4.563514,98.170732,4,164,1350,forwards_or_midfielders
2016/17,xgchain90,xGChain / 90,1.351432,0.381006,0.21706,4.470778,0.331418,6.560792,100.0,1,164,1350,forwards_or_midfielders
2017/18,key_passes90,Key passes / 90,2.614357,1.134158,0.636913,2.32402,1.042837,2.386429,98.089172,4,157,1350,forwards_or_midfielders
2017/18,npg90,Non-penalty goals / 90,0.961603,0.169536,0.191566,4.13469,0.111111,6.617149,100.0,1,157,1350,forwards_or_midfielders
2017/18,npg_minus_npxg90,Non-penalty goals above xG / 90,0.181107,-0.007593,0.081746,2.308351,-0.012254,3.751779,99.363057,2,157,1350,forwards_or_midfielders
2017/18,npxg90,Non-penalty xG / 90,0.780496,0.177129,0.177223,3.404555,0.112204,5.481692,99.363057,2,157,1350,forwards_or_midfielders
2017/18,shots90,Shots / 90,5.889816,1.562679,1.029854,4.201698,1.382621,4.517613,99.363057,2,157,1350,forwards_or_midfielders
2017/18,xa90,Expected assists / 90,0.453768,0.130574,0.087708,3.684911,0.113496,3.811978,100.0,1,157,1350,forwards_or_midfielders
2017/18,xgbuildup90,xGBuildup / 90,0.650116,0.229465,0.145815,2.884816,0.198257,4.351178,97.452229,5,157,1350,forwards_or_midfielders
2017/18,xgchain90,xGChain / 90,1.447832,0.448351,0.238004,4.199422,0.38954,5.80594,100.0,1,157,1350,forwards_or_midfielders
2018/19,key_passes90,Key passes / 90,3.095414,1.119932,0.581996,3.394323,1.034908,3.494224,100.0,1,175,1350,forwards_or_midfielders
2018/19,npg90,Non-penalty goals / 90,1.065089,0.148183,0.156687,5.851848,0.102234,9.191638,100.0,1,175,1350,forwards_or_midfielders
2018/19,npg_minus_npxg90,Non-penalty goals above xG / 90,0.32349,-0.013831,0.071064,4.746746,-0.008993,7.409632,100.0,1,175,1350,forwards_or_midfielders
2018/19,npxg90,Non-penalty xG / 90,0.741598,0.162013,0.150012,3.863598,0.100851,5.954088,100.0,1,175,1350,forwards_or_midfielders
2018/19,shots90,Shots / 90,5.658284,1.488375,0.963183,4.329302,1.267123,4.50167,100.0,1,175,1350,forwards_or_midfielders
2018/19,xa90,Expected assists / 90,0.510416,0.125904,0.081646,4.709531,0.117192,4.9553,100.0,1,175,1350,forwards_or_midfielders
2018/19,xgbuildup90,xGBuildup / 90,0.356099,0.210943,0.119552,1.214161,0.182013,1.911519,90.857143,17,175,1350,forwards_or_midfielders
2018/19,xgchain90,xGChain / 90,1.280099,0.417387,0.197349,4.371506,0.385133,4.951779,100.0,1,175,1350,forwards_or_midfielders
2019/20,key_passes90,Key passes / 90,2.753825,1.013475,0.55799,3.118963,0.946012,3.354204,100.0,1,160,1350,forwards_or_midfielders
2019/20,npg90,Non-penalty goals / 90,0.625869,0.14205,0.14704,3.290387,0.090078,4.130502,99.375,2,160,1350,forwards_or_midfielders
2019/20,npg_minus_npxg90,Non-penalty goals above xG / 90,0.08971,-0.008688,0.060327,1.631069,-0.010254,2.091158,95.625,8,160,1350,forwards_or_midfielders
2019/20,npxg90,Non-penalty xG / 90,0.53616,0.150738,0.134072,2.874738,0.105333,4.471936,98.75,3,160,1350,forwards_or_midfielders
2019/20,shots90,Shots / 90,4.975661,1.420302,0.899227,3.953794,1.319287,4.105032,100.0,1,160,1350,forwards_or_midfielders
2019/20,xa90,Expected assists / 90,0.519264,0.112241,0.075488,5.391865,0.108411,4.983226,100.0,1,160,1350,forwards_or_midfielders
2019/20,xgbuildup90,xGBuildup / 90,0.42364,0.195016,0.117447,1.946609,0.162348,2.953192,94.375,10,160,1350,forwards_or_midfielders
2019/20,xgchain90,xGChain / 90,1.092876,0.385494,0.184043,3.843583,0.359357,4.447895,100.0,1,160,1350,forwards_or_midfielders
2020/21,key_passes90,Key passes / 90,2.296984,0.960945,0.545661,2.448476,0.858469,2.670486,98.170732,4,164,1350,forwards_or_midfielders
2020/21,npg90,Non-penalty goals / 90,0.805436,0.14491,0.158637,4.163752,0.093313,5.147389,100.0,1,164,1350,forwards_or_midfielders
2020/21,npg_minus_npxg90,Non-penalty goals above xG / 90,0.120503,-0.002014,0.067841,1.805948,-0.0082,3.010143,95.731707,8,164,1350,forwards_or_midfielders
2020/21,npxg90,Non-penalty xG / 90,0.684932,0.146924,0.135126,3.981516,0.10183,5.787978,100.0,1,164,1350,forwards_or_midfielders
2020/21,shots90,Shots / 90,5.817037,1.353304,0.890984,5.009893,1.282194,5.155069,100.0,1,164,1350,forwards_or_midfielders
2020/21,xa90,Expected assists / 90,0.340754,0.107887,0.074537,3.124163,0.097316,2.969833,100.0,1,164,1350,forwards_or_midfielders
2020/21,xgbuildup90,xGBuildup / 90,0.606683,0.205018,0.136858,2.9349,0.172809,3.795256,98.170732,4,164,1350,forwards_or_midfielders
2020/21,xgchain90,xGChain / 90,1.130798,0.383918,0.197682,3.778194,0.367089,3.892057,100.0,1,164,1350,forwards_or_midfielders
